depth_m,gamma_ray_api,resistivity_ohmm,density_gcc,neutron_porosity_vv,sonic_usft,caliper_in,lithology,hydrocarbon
3913.549242801476,50.6987136754511,25.83769445354111,2.0022752509513797,0.34143710004262834,46.95552695810123,9.93981970432399,Silty Sand,1
2282.266451527921,45.599911023208314,33.26934913750311,2.212106226178238,0.2525632620646519,58.251916761943974,8.584289297070436,Silty Sand,0
1427.133821956726,65.5541030801729,9.892276604677665,2.4967903667112945,0.08914446330781135,110.0021375186549,8.880304987479203,Silty Sand,1
3712.964881763901,125.748112761915,33.23262168878931,2.41806121906003,0.23585292909013733,62.56117327492507,9.939169255529118,Silty Sand,0
1260.9272528791978,79.64664392273457,33.51453466662605,2.6958637582367366,0.16389836379944603,58.38780137260245,9.60439396150808,Shale,0
1405.5417083379539,22.20905863814421,4.733409424981954,2.6061064512368888,0.29913607319765084,52.03424191473859,8.716931457088545,Silty Sand,0
3662.747670159141,54.5849318938746,47.40039843855381,2.6066455605042576,0.23982703897495725,56.36145336413866,9.42648957444599,Silty Sand,0
2779.9974190764597,86.75977852446908,76.8939996278411,2.047102284293974,0.05821147395652535,105.45898907005915,8.628711962152654,Silty Sand,0
4123.956494714923,58.40528209247452,16.18856298334629,2.210776307622391,0.11667442853024282,121.34884730541587,8.373140117772072,Silty Sand,0
2787.6155590214803,130.2989235870335,47.09936685734495,2.334397009763631,0.2880479152940927,126.76940540935263,8.01390426106238,Shale,0
2740.369770623349,34.51253418204544,48.326932329337204,2.4169115595690296,0.26605669548300864,136.43249301950055,8.50356459165073,Sandstone,0
2713.084660971471,18.866409261654926,88.52917425082225,2.2007818178129503,0.32255851187862417,67.75837961336238,8.289789744182446,Silty Sand,1
2122.7302274010754,91.26358236616538,113.36994022261332,2.281004819447328,0.25142889105407923,53.57752815516879,9.670604991178475,Shale,1
2353.5737120518806,110.76617415663002,102.00281164320076,2.1538461976781442,0.2362410511861841,61.564810755474184,9.381875476204932,Silty Sand,1
4151.4632000716565,54.06584362360037,102.1182318517625,2.685499980181094,0.18441057878861417,53.844762941560425,9.794431515906654,Silty Sand,0
1032.1896806582038,60.49753541190565,112.25560037922139,2.0257259684955438,0.12283003016798634,130.36264791007252,9.21285811931918,Silty Sand,0
3273.7151466652513,17.38102810069205,98.0081099944151,2.5367651335523407,0.0977871594336215,75.91297132513043,9.492982810236049,Sandstone,0
3208.98519099042,93.90942145435847,8.108185122804295,2.169590679041175,0.3264675514358685,82.34428384334224,9.784093110354227,Shale,0
4202.025365771569,73.0489329064794,108.47271689349026,2.20269512619677,0.03587693996821391,134.34356551352687,9.907857154005175,Silty Sand,1
2948.8044186042252,135.86454447589753,62.53712693755648,2.2965879557417326,0.3208819973531292,75.10759048984637,8.338985493372185,Silty Sand,0
2258.219029269143,88.56718349062194,144.4733392085834,2.0760756137128715,0.21265464291608666,111.21649539455046,9.404968167974218,Shale,0
3785.2743430263536,121.87201959857994,130.31343454076463,2.4013646652184795,0.30692683346628036,106.7465734238877,9.403933754515407,Shale,0
3879.101962308804,63.59809706108639,2.07575420656773,2.3690382163192143,0.22651859421976323,47.89752374420969,8.074696377498428,Silty Sand,0
3231.004655243723,64.15324879495404,118.47692113700634,2.026812718494391,0.04008708021306151,95.47868999897406,9.081270243220214,Shale,0
1547.5296493488013,90.01774097759893,38.21115670067053,2.3450742786350727,0.08363665998228893,83.85052971935565,8.346588640141691,Shale,0
3652.461386625292,112.98204227920901,101.25589045824401,2.5005486716109173,0.20890703845792677,68.53444400260996,8.711945357302524,Shale,1
3222.8277780367534,18.376410640652406,24.937318339360743,2.3924542876051493,0.1869901682063065,82.85794976775048,9.231700196104432,Sandstone,0
3050.2145344571213,80.75465764463105,77.99218007228569,2.0966409843732867,0.0893653877193253,106.02983142959998,8.053022621083244,Shale,0
